,,label,acc_x,acc_y,acc_z,labelDownstairs,labelJogging,labelSitting,labelStanding,labelUpstairs,labelWalking
724,1970-01-01 08:19:23.092314000,Walking,3.06,8.73,-2.83,0,0,0,0,0,1
725,1970-01-01 08:19:24.042302000,Walking,1.76,8.2,-3.45,0,0,0,0,0,1
726,1970-01-01 08:19:24.092290000,Walking,1.27,8.43,-1.08,0,0,0,0,0,1
727,1970-01-01 08:19:25.042308000,Walking,2.83,8.54,-4.37,0,0,0,0,0,1
728,1970-01-01 08:19:25.092296000,Walking,0.08,11.73,-3.11,0,0,0,0,0,1
729,1970-01-01 08:19:26.042314000,Walking,3.95,11.07,-1.61,0,0,0,0,0,1
730,1970-01-01 08:19:26.092302000,Walking,6.51,8.89,1.27,0,0,0,0,0,1
731,1970-01-01 08:19:27.042320000,Walking,4.44,6.78,3.99,0,0,0,0,0,1
732,1970-01-01 08:19:27.092308000,Walking,6.82,16.02,-9.49,0,0,0,0,0,1
733,1970-01-01 08:19:28.042296000,Walking,-3.79,19.5,0.99,0,0,0,0,0,1
734,1970-01-01 08:19:28.092314000,Walking,11.14,13.76,-2.72,0,0,0,0,0,1
735,1970-01-01 08:19:29.042302000,Walking,1.23,13.53,-4.18,0,0,0,0,0,1
736,1970-01-01 08:19:29.092351000,Walking,-8.01,3.17,-8.16,0,0,0,0,0,1
737,1970-01-01 08:19:30.042308000,Walking,-6.78,2.49,-7.04,0,0,0,0,0,1
738,1970-01-01 08:19:30.092296000,Walking,-3.26,4.06,3.49,0,0,0,0,0,1
739,1970-01-01 08:19:31.042314000,Walking,8.35,13.72,10.38,0,0,0,0,0,1
740,1970-01-01 08:19:31.092302000,Walking,4.06,6.59,6.24,0,0,0,0,0,1
741,1970-01-01 08:19:32.042290000,Walking,5.94,18.16,10.38,0,0,0,0,0,1
742,1970-01-01 08:19:32.092308000,Walking,-8.69,-0.72,-12.83,0,0,0,0,0,1
743,1970-01-01 08:19:33.042296000,Walking,2.96,18.43,-5.18,0,0,0,0,0,1
744,1970-01-01 08:19:33.092314000,Walking,7.82,10.12,-4.1,0,0,0,0,0,1
745,1970-01-01 08:19:34.042302000,Walking,-1.46,9.28,-1.92,0,0,0,0,0,1
746,1970-01-01 08:19:34.092259000,Walking,0.23,10.04,-1.14,0,0,0,0,0,1
747,1970-01-01 08:19:35.042308000,Walking,1.92,8.24,-2.11,0,0,0,0,0,1
748,1970-01-01 08:19:35.092296000,Walking,3.15,6.66,-3.64,0,0,0,0,0,1
749,1970-01-01 08:19:36.042345000,Walking,5.22,8.43,-2.3,0,0,0,0,0,1
750,1970-01-01 08:19:36.092302000,Walking,2.91,12.18,-1.69,0,0,0,0,0,1
751,1970-01-01 08:19:37.042290000,Walking,4.79,13.21,-1.99,0,0,0,0,0,1
752,1970-01-01 08:19:37.092308000,Walking,12.11,11.96,2.72,0,0,0,0,0,1
753,1970-01-01 08:19:38.042296000,Walking,6.51,12.03,-3.21,0,0,0,0,0,1
754,1970-01-01 08:19:38.092314000,Walking,-3.95,19.34,-1.61,0,0,0,0,0,1
755,1970-01-01 08:19:39.042393000,Walking,0.61,13.21,-3.83,0,0,0,0,0,1
756,1970-01-01 08:19:39.092290000,Walking,4.67,10.88,-2.6,0,0,0,0,0,1
757,1970-01-01 08:19:40.042308000,Walking,2.22,5.24,-3.91,0,0,0,0,0,1
758,1970-01-01 08:19:40.092296000,Walking,-4.21,4.71,-4.75,0,0,0,0,0,1
759,1970-01-01 08:19:41.042314000,Walking,-3.45,3.99,-3.83,0,0,0,0,0,1
760,1970-01-01 08:19:41.092302000,Walking,-0.5,5.22,2.68,0,0,0,0,0,1
761,1970-01-01 08:19:42.042320000,Walking,8.92,12.87,8.96,0,0,0,0,0,1
762,1970-01-01 08:19:42.092308000,Walking,5.86,9.58,6.85,0,0,0,0,0,1
763,1970-01-01 08:19:43.042296000,Walking,6.78,17.35,6.66,0,0,0,0,0,1
764,1970-01-01 08:19:43.092314000,Walking,-16.74,2.03,-4.1,0,0,0,0,0,1
765,1970-01-01 08:19:44.042302000,Walking,4.25,14.79,-9.28,0,0,0,0,0,1
766,1970-01-01 08:19:44.092290000,Walking,10.34,10.38,-2.72,0,0,0,0,0,1
767,1970-01-01 08:19:45.042308000,Walking,0.57,8.47,-2.98,0,0,0,0,0,1
768,1970-01-01 08:19:45.092296000,Walking,0.53,9.43,-1.53,0,0,0,0,0,1
769,1970-01-01 08:19:46.042314000,Walking,0.89,9.23,-1.31,0,0,0,0,0,1
770,1970-01-01 08:19:46.092302000,Walking,3.68,8.01,0.27,0,0,0,0,0,1
771,1970-01-01 08:19:47.042290000,Walking,5.43,8.24,-5.75,0,0,0,0,0,1
772,1970-01-01 08:19:47.092308000,Walking,4.94,12.07,2.18,0,0,0,0,0,1
773,1970-01-01 08:19:47.092308000,Walking,4.94,12.07,2.18,0,0,0,0,0,1
774,1970-01-01 08:19:48.062346000,Walking,7.78,12.18,-1.95,0,0,0,0,0,1
775,1970-01-01 08:19:49.012303000,Walking,10.34,11.84,-0.04,0,0,0,0,0,1
776,1970-01-01 08:19:49.062321000,Walking,-2.03,16.13,1.27,0,0,0,0,0,1
777,1970-01-01 08:19:50.012248000,Walking,-2.87,17.39,-4.59,0,0,0,0,0,1
778,1970-01-01 08:19:50.062328000,Walking,3.6,13.14,-2.18,0,0,0,0,0,1
779,1970-01-01 08:19:51.012376000,Walking,4.4,7.67,-3.45,0,0,0,0,0,1
780,1970-01-01 08:19:51.062334000,Walking,-1.31,5.43,-4.71,0,0,0,0,0,1
781,1970-01-01 08:19:52.012291000,Walking,-3.83,2.96,-5.41,0,0,0,0,0,1
782,1970-01-01 08:19:52.062340000,Walking,-4.14,3.53,-1.33,0,0,0,0,0,1
783,1970-01-01 08:19:53.012328000,Walking,6.24,10.73,8.92,0,0,0,0,0,1
784,1970-01-01 08:19:53.062346000,Walking,6.7,12.79,9.96,0,0,0,0,0,1
785,1970-01-01 08:19:54.012334000,Walking,-0.34,12.53,2.72,0,0,0,0,0,1
786,1970-01-01 08:19:54.062321000,Walking,-1.38,10.99,-0.23,0,0,0,0,0,1
787,1970-01-01 08:19:55.012340000,Walking,-5.05,7.67,-9.38,0,0,0,0,0,1
788,1970-01-01 08:19:55.062328000,Walking,11.35,14.67,-4.86,0,0,0,0,0,1
789,1970-01-01 08:19:56.012315000,Walking,2.53,8.5,-1.23,0,0,0,0,0,1
790,1970-01-01 08:19:56.062334000,Walking,-1.18,9.58,-1.38,0,0,0,0,0,1
791,1970-01-01 08:19:57.012291000,Walking,0.38,9.51,-3.36,0,0,0,0,0,1
792,1970-01-01 08:19:57.072288000,Walking,2.83,8.28,0.08,0,0,0,0,0,1
793,1970-01-01 08:19:58.022307000,Walking,4.99,8.54,-4.94,0,0,0,0,0,1
794,1970-01-01 08:19:58.072325000,Walking,3.95,10.53,0.69,0,0,0,0,0,1
795,1970-01-01 08:19:59.022374000,Walking,4.18,11.69,-1.95,0,0,0,0,0,1
796,1970-01-01 08:19:59.072301000,Walking,6.21,11.69,-0.69,0,0,0,0,0,1
797,1970-01-01 08:20:00.022319000,Walking,10.38,12.07,0.11,0,0,0,0,0,1
798,1970-01-01 08:20:00.072337000,Walking,0.42,13.72,-0.84,0,0,0,0,0,1
799,1970-01-01 08:20:01.022325000,Walking,-2.37,18.47,-3.83,0,0,0,0,0,1
800,1970-01-01 08:20:01.072343000,Walking,1.12,12.91,-2.18,0,0,0,0,0,1
801,1970-01-01 08:20:02.022331000,Walking,7.01,7.97,-3.21,0,0,0,0,0,1
802,1970-01-01 08:20:02.072319000,Walking,1.04,5.94,-4.18,0,0,0,0,0,1
803,1970-01-01 08:20:03.022368000,Walking,-3.34,5.09,-4.21,0,0,0,0,0,1
804,1970-01-01 08:20:03.072325000,Walking,-3.45,4.9,-3.17,0,0,0,0,0,1
805,1970-01-01 08:20:04.022374000,Walking,-2.45,7.16,2.68,0,0,0,0,0,1
806,1970-01-01 08:20:04.072331000,Walking,10.46,13.95,9.34,0,0,0,0,0,1
807,1970-01-01 08:20:05.022319000,Walking,7.25,15.6,7.89,0,0,0,0,0,1
808,1970-01-01 08:20:05.072368000,Walking,5.13,9.66,-1.88,0,0,0,0,0,1
809,1970-01-01 08:20:06.022325000,Walking,-12.6,0.84,-5.43,0,0,0,0,0,1
810,1970-01-01 08:20:06.072343000,Walking,13.95,17.39,-1.95,0,0,0,0,0,1
811,1970-01-01 08:20:07.022301000,Walking,2.22,8.05,-1.8,0,0,0,0,0,1
812,1970-01-01 08:20:07.072319000,Walking,0.89,8.5,-4.29,0,0,0,0,0,1
813,1970-01-01 08:20:08.022337000,Walking,2.98,9.7,0.15,0,0,0,0,0,1
814,1970-01-01 08:20:08.072325000,Walking,-1.08,9.0,-1.14,0,0,0,0,0,1
815,1970-01-01 08:20:09.022313000,Walking,2.72,8.58,-1.14,0,0,0,0,0,1
816,1970-01-01 08:20:09.072331000,Walking,3.53,8.77,-4.59,0,0,0,0,0,1
817,1970-01-01 08:20:10.022319000,Walking,4.48,11.41,0.84,0,0,0,0,0,1
818,1970-01-01 08:20:10.072337000,Walking,5.79,11.8,-3.26,0,0,0,0,0,1
819,1970-01-01 08:20:11.022325000,Walking,11.8,12.53,-0.27,0,0,0,0,0,1
820,1970-01-01 08:20:11.072343000,Walking,5.22,12.15,0.15,0,0,0,0,0,1
821,1970-01-01 08:20:12.022301000,Walking,-2.75,17.97,-1.73,0,0,0,0,0,1
822,1970-01-01 08:20:12.072319000,Walking,-1.57,15.28,-1.8,0,0,0,0,0,1
823,1970-01-01 08:20:13.022337000,Walking,4.02,11.45,-2.64,0,0,0,0,0,1
824,1970-01-01 08:20:13.072325000,Walking,3.64,6.32,-3.41,0,0,0,0,0,1
825,1970-01-01 08:20:14.022343000,Walking,-4.06,4.67,-4.48,0,0,0,0,0,1
826,1970-01-01 08:20:14.082280000,Walking,-3.6,3.34,-4.63,0,0,0,0,0,1
827,1970-01-01 08:20:15.032329000,Walking,-0.15,4.86,3.21,0,0,0,0,0,1
828,1970-01-01 08:20:15.082347000,Walking,8.92,14.41,10.46,0,0,0,0,0,1
829,1970-01-01 08:20:16.032335000,Walking,4.52,8.39,6.13,0,0,0,0,0,1
830,1970-01-01 08:20:16.082292000,Walking,1.57,18.28,6.17,0,0,0,0,0,1
831,1970-01-01 08:20:17.032341000,Walking,-7.93,4.63,-7.63,0,0,0,0,0,1
832,1970-01-01 08:20:17.082329000,Walking,1.95,14.33,-7.65,0,0,0,0,0,1
833,1970-01-01 08:20:18.032256000,Walking,8.73,9.53,-0.27,0,0,0,0,0,1
834,1970-01-01 08:20:18.082335000,Walking,-0.8,8.69,-4.29,0,0,0,0,0,1
835,1970-01-01 08:20:19.032323000,Walking,0.38,9.58,-1.46,0,0,0,0,0,1
836,1970-01-01 08:20:19.082341000,Walking,1.65,9.08,-3.06,0,0,0,0,0,1
837,1970-01-01 08:20:20.032329000,Walking,3.11,8.77,-0.76,0,0,0,0,0,1
838,1970-01-01 08:20:20.082347000,Walking,6.09,8.35,-4.44,0,0,0,0,0,1
839,1970-01-01 08:20:21.032335000,Walking,3.83,10.84,0.99,0,0,0,0,0,1
840,1970-01-01 08:20:21.082353000,Walking,4.14,11.14,-2.75,0,0,0,0,0,1
841,1970-01-01 08:20:22.032341000,Walking,8.05,11.96,0.04,0,0,0,0,0,1
842,1970-01-01 08:20:22.082329000,Walking,9.3,12.64,-1.65,0,0,0,0,0,1
843,1970-01-01 08:20:23.032347000,Walking,-4.86,18.39,1.8,0,0,0,0,0,1
844,1970-01-01 08:20:23.082335000,Walking,-0.5,15.24,-4.71,0,0,0,0,0,1
845,1970-01-01 08:20:24.032323000,Walking,5.05,11.35,-2.37,0,0,0,0,0,1
846,1970-01-01 08:20:24.082310000,Walking,3.17,6.51,-4.06,0,0,0,0,0,1
847,1970-01-01 08:20:25.032329000,Walking,-2.72,4.71,-4.14,0,0,0,0,0,1
848,1970-01-01 08:20:25.092296000,Walking,-3.17,3.95,-4.14,0,0,0,0,0,1
849,1970-01-01 08:20:26.042284000,Walking,-1.46,5.67,2.68,0,0,0,0,0,1
850,1970-01-01 08:20:26.092332000,Walking,9.58,16.17,11.22,0,0,0,0,0,1
851,1970-01-01 08:20:27.042259000,Walking,5.01,8.28,5.63,0,0,0,0,0,1
852,1970-01-01 08:20:27.092308000,Walking,-0.08,15.47,2.79,0,0,0,0,0,1
853,1970-01-01 08:20:28.042326000,Walking,-7.12,8.01,-2.87,0,0,0,0,0,1
854,1970-01-01 08:20:28.092314000,Walking,0.53,11.22,-8.85,0,0,0,0,0,1
855,1970-01-01 08:20:29.042302000,Walking,10.19,11.14,-2.72,0,0,0,0,0,1
856,1970-01-01 08:20:29.092290000,Walking,-0.23,9.08,-2.34,0,0,0,0,0,1
857,1970-01-01 08:20:30.042308000,Walking,0.42,9.34,-1.92,0,0,0,0,0,1
858,1970-01-01 08:20:30.092296000,Walking,1.92,9.43,-2.18,0,0,0,0,0,1
859,1970-01-01 08:20:31.042345000,Walking,2.79,7.89,-0.61,0,0,0,0,0,1
860,1970-01-01 08:20:31.092302000,Walking,4.48,8.81,-5.41,0,0,0,0,0,1
861,1970-01-01 08:20:32.042290000,Walking,3.99,10.92,2.3,0,0,0,0,0,1
862,1970-01-01 08:20:32.092308000,Walking,5.13,11.45,-3.3,0,0,0,0,0,1
863,1970-01-01 08:20:33.042296000,Walking,8.5,11.56,2.07,0,0,0,0,0,1
864,1970-01-01 08:20:33.092314000,Walking,8.81,11.41,0.23,0,0,0,0,0,1
865,1970-01-01 08:20:34.042302000,Walking,-5.37,18.62,-0.5,0,0,0,0,0,1
866,1970-01-01 08:20:34.092381000,Walking,2.26,15.4,-4.21,0,0,0,0,0,1
867,1970-01-01 08:20:35.042308000,Walking,5.33,12.41,-1.5,0,0,0,0,0,1
868,1970-01-01 08:20:35.092296000,Walking,2.22,6.78,-4.18,0,0,0,0,0,1
869,1970-01-01 08:20:36.042345000,Walking,-2.75,4.44,-5.09,0,0,0,0,0,1
870,1970-01-01 08:20:36.092302000,Walking,-3.41,2.6,-5.18,0,0,0,0,0,1
871,1970-01-01 08:20:36.092302000,Walking,-3.41,2.6,-5.18,0,0,0,0,0,1
872,1970-01-01 08:20:36.092302000,Walking,-3.41,2.6,-5.18,0,0,0,0,0,1
873,1970-01-01 08:20:38.002562000,Walking,5.83,14.29,11.99,0,0,0,0,0,1
874,1970-01-01 08:20:38.052855000,Walking,5.28,8.05,6.44,0,0,0,0,0,1
875,1970-01-01 08:20:39.002202000,Walking,0.23,16.02,3.21,0,0,0,0,0,1
876,1970-01-01 08:20:39.052190000,Walking,-5.52,7.78,-4.21,0,0,0,0,0,1
877,1970-01-01 08:20:40.002299000,Walking,0.31,10.99,-8.88,0,0,0,0,0,1
878,1970-01-01 08:20:40.052440000,Walking,10.15,11.18,-2.14,0,0,0,0,0,1
879,1970-01-01 08:20:41.002367000,Walking,0.0,9.11,-2.64,0,0,0,0,0,1
880,1970-01-01 08:20:41.052324000,Walking,-0.15,9.85,-1.38,0,0,0,0,0,1
881,1970-01-01 08:20:42.002342000,Walking,1.92,9.08,-2.03,0,0,0,0,0,1
882,1970-01-01 08:20:42.052330000,Walking,2.07,8.43,-0.89,0,0,0,0,0,1
883,1970-01-01 08:20:43.002348000,Walking,4.94,8.58,-4.67,0,0,0,0,0,1
884,1970-01-01 08:20:43.052336000,Walking,3.79,10.53,1.27,0,0,0,0,0,1
885,1970-01-01 08:20:44.002324000,Walking,5.09,11.54,-3.11,0,0,0,0,0,1
886,1970-01-01 08:20:44.052342000,Walking,6.44,11.6,0.31,0,0,0,0,0,1
887,1970-01-01 08:20:45.002330000,Walking,9.92,10.84,0.8,0,0,0,0,0,1
888,1970-01-01 08:20:45.052348000,Walking,-0.61,15.4,-0.08,0,0,0,0,0,1
889,1970-01-01 08:20:46.002336000,Walking,-2.45,17.43,-4.71,0,0,0,0,0,1
890,1970-01-01 08:20:46.052324000,Walking,4.63,12.45,-1.31,0,0,0,0,0,1
891,1970-01-01 08:20:47.002342000,Walking,3.3,9.11,-3.11,0,0,0,0,0,1
892,1970-01-01 08:20:47.052330000,Walking,-0.04,6.09,-4.06,0,0,0,0,0,1
893,1970-01-01 08:20:48.002348000,Walking,-3.06,4.33,-4.48,0,0,0,0,0,1
894,1970-01-01 08:20:48.052336000,Walking,-3.53,3.38,-1.73,0,0,0,0,0,1
895,1970-01-01 08:20:49.002324000,Walking,2.96,9.34,9.34,0,0,0,0,0,1
896,1970-01-01 08:20:49.052342000,Walking,4.44,11.6,8.85,0,0,0,0,0,1
897,1970-01-01 08:20:50.002696000,Walking,-0.5,13.44,5.28,0,0,0,0,0,1
898,1970-01-01 08:20:50.052348000,Walking,-0.72,9.3,-5.6,0,0,0,0,0,1
899,1970-01-01 08:20:51.002367000,Walking,1.46,11.35,-8.88,0,0,0,0,0,1
900,1970-01-01 08:20:51.052354000,Walking,8.69,10.69,-1.76,0,0,0,0,0,1
901,1970-01-01 08:20:52.002312000,Walking,-2.34,9.19,-1.27,0,0,0,0,0,1
902,1970-01-01 08:20:52.060448000,Walking,-0.72,9.7,-0.19,0,0,0,0,0,1
903,1970-01-01 08:20:53.022276000,Walking,5.6,8.39,-2.98,0,0,0,0,0,1
904,1970-01-01 08:20:53.072356000,Walking,2.22,8.58,-4.25,0,0,0,0,0,1
905,1970-01-01 08:20:54.022343000,Walking,1.61,8.73,-0.8,0,0,0,0,0,1
906,1970-01-01 08:20:54.072331000,Walking,2.26,12.22,-0.11,0,0,0,0,0,1
907,1970-01-01 08:20:55.022319000,Walking,7.55,12.57,-4.56,0,0,0,0,0,1
908,1970-01-01 08:20:55.072337000,Walking,10.31,13.99,0.0,0,0,0,0,0,1
909,1970-01-01 08:20:56.022325000,Walking,1.92,11.92,3.45,0,0,0,0,0,1
910,1970-01-01 08:20:56.072343000,Walking,-1.14,15.98,-1.88,0,0,0,0,0,1
911,1970-01-01 08:20:57.022301000,Walking,0.57,12.72,-4.75,0,0,0,0,0,1
912,1970-01-01 08:20:57.072319000,Walking,5.24,10.95,-1.12,0,0,0,0,0,1
913,1970-01-01 08:20:58.022337000,Walking,3.34,7.97,-4.06,0,0,0,0,0,1
914,1970-01-01 08:20:58.072325000,Walking,-1.65,5.86,-4.4,0,0,0,0,0,1
915,1970-01-01 08:20:59.022343000,Walking,-2.22,3.64,-3.57,0,0,0,0,0,1
916,1970-01-01 08:20:59.072331000,Walking,-2.34,4.14,2.11,0,0,0,0,0,1
917,1970-01-01 08:21:00.022319000,Walking,5.22,11.5,9.51,0,0,0,0,0,1
918,1970-01-01 08:21:00.072368000,Walking,3.02,9.92,8.73,0,0,0,0,0,1
919,1970-01-01 08:21:01.022325000,Walking,0.95,13.87,3.38,0,0,0,0,0,1
920,1970-01-01 08:21:01.072374000,Walking,-4.37,5.86,-8.47,0,0,0,0,0,1
921,1970-01-01 08:21:02.022331000,Walking,7.5,15.75,-5.94,0,0,0,0,0,1
922,1970-01-01 08:21:02.072227000,Walking,3.79,9.38,-0.95,0,0,0,0,0,1
923,1970-01-01 08:21:03.022337000,Walking,-1.65,9.3,-2.18,0,0,0,0,0,1
924,1970-01-01 08:21:03.072325000,Walking,0.53,9.89,-0.23,0,0,0,0,0,1
925,1970-01-01 08:21:04.022343000,Walking,4.9,7.97,-0.99,0,0,0,0,0,1
926,1970-01-01 08:21:04.072331000,Walking,3.02,8.92,-1.38,0,0,0,0,0,1
927,1970-01-01 08:21:05.022319000,Walking,4.86,8.85,-4.4,0,0,0,0,0,1
928,1970-01-01 08:21:05.072337000,Walking,3.06,11.35,3.11,0,0,0,0,0,1
929,1970-01-01 08:21:06.022325000,Walking,6.32,11.3,-1.76,0,0,0,0,0,1
930,1970-01-01 08:21:06.072343000,Walking,12.18,12.83,0.42,0,0,0,0,0,1
931,1970-01-01 08:21:07.022301000,Walking,-1.73,16.36,1.54,0,0,0,0,0,1
932,1970-01-01 08:21:07.072319000,Walking,-2.53,18.5,-3.41,0,0,0,0,0,1
933,1970-01-01 08:21:08.022337000,Walking,2.07,12.76,-1.84,0,0,0,0,0,1
934,1970-01-01 08:21:08.072325000,Walking,6.47,8.62,-3.17,0,0,0,0,0,1
935,1970-01-01 08:21:09.022374000,Walking,0.42,6.09,-4.56,0,0,0,0,0,1
936,1970-01-01 08:21:09.072331000,Walking,-3.98,4.06,-5.33,0,0,0,0,0,1
937,1970-01-01 08:21:10.022319000,Walking,-4.06,3.45,-3.76,0,0,0,0,0,1
938,1970-01-01 08:21:10.072337000,Walking,-1.23,6.4,3.68,0,0,0,0,0,1
939,1970-01-01 08:21:11.022325000,Walking,9.62,15.36,11.3,0,0,0,0,0,1
940,1970-01-01 08:21:11.072343000,Walking,5.33,7.46,6.36,0,0,0,0,0,1
941,1970-01-01 08:21:12.022301000,Walking,3.26,17.73,2.03,0,0,0,0,0,1
942,1970-01-01 08:21:12.072319000,Walking,-9.49,6.21,-4.14,0,0,0,0,0,1
943,1970-01-01 08:21:13.022337000,Walking,0.72,14.41,-8.73,0,0,0,0,0,1
944,1970-01-01 08:21:13.072386000,Walking,9.58,10.84,0.53,0,0,0,0,0,1
945,1970-01-01 08:21:14.022343000,Walking,-0.5,8.08,-4.33,0,0,0,0,0,1
946,1970-01-01 08:21:14.072331000,Walking,0.04,9.81,-1.08,0,0,0,0,0,1
947,1970-01-01 08:21:15.022319000,Walking,3.45,8.12,-1.61,0,0,0,0,0,1
948,1970-01-01 08:21:15.072337000,Walking,3.41,8.54,-1.18,0,0,0,0,0,1
949,1970-01-01 08:21:16.022325000,Walking,6.17,8.28,-4.02,0,0,0,0,0,1
950,1970-01-01 08:21:16.072313000,Walking,3.34,11.45,1.65,0,0,0,0,0,1
951,1970-01-01 08:21:17.022270000,Walking,5.18,10.8,-2.96,0,0,0,0,0,1
952,1970-01-01 08:21:17.072319000,Walking,10.04,11.07,1.99,0,0,0,0,0,1
953,1970-01-01 08:21:18.022337000,Walking,3.11,14.29,0.42,0,0,0,0,0,1
954,1970-01-01 08:21:18.072356000,Walking,-5.33,19.5,-1.46,0,0,0,0,0,1
955,1970-01-01 08:21:19.022343000,Walking,3.26,13.18,-2.18,0,0,0,0,0,1
956,1970-01-01 08:21:19.072362000,Walking,6.74,9.19,-1.53,0,0,0,0,0,1
957,1970-01-01 08:21:20.022319000,Walking,0.53,5.9,-4.79,0,0,0,0,0,1
958,1970-01-01 08:21:20.072307000,Walking,-2.75,4.29,-4.79,0,0,0,0,0,1
959,1970-01-01 08:21:21.022325000,Walking,-4.06,3.3,-4.37,0,0,0,0,0,1
960,1970-01-01 08:21:21.072343000,Walking,-1.27,5.67,2.22,0,0,0,0,0,1
961,1970-01-01 08:21:22.022301000,Walking,6.32,14.29,12.3,0,0,0,0,0,1
962,1970-01-01 08:21:22.072319000,Walking,5.9,13.14,9.3,0,0,0,0,0,1
963,1970-01-01 08:21:23.022368000,Walking,6.55,12.49,3.21,0,0,0,0,0,1
964,1970-01-01 08:21:23.072356000,Walking,-5.56,-2.56,-10.08,0,0,0,0,0,1
965,1970-01-01 08:21:24.022343000,Walking,7.74,16.97,-0.5,0,0,0,0,0,1
966,1970-01-01 08:21:24.072331000,Walking,4.71,7.86,-2.14,0,0,0,0,0,1
967,1970-01-01 08:21:25.022929000,Walking,0.99,9.15,-4.56,0,0,0,0,0,1
968,1970-01-01 08:21:25.072337000,Walking,3.45,9.11,-0.27,0,0,0,0,0,1
969,1970-01-01 08:21:26.022295000,Walking,-0.23,9.43,-1.95,0,0,0,0,0,1
970,1970-01-01 08:21:26.072343000,Walking,2.07,8.31,-0.84,0,0,0,0,0,1
971,1970-01-01 08:21:27.022301000,Walking,4.29,8.47,-3.72,0,0,0,0,0,1
972,1970-01-01 08:21:27.072319000,Walking,6.4,10.65,1.12,0,0,0,0,0,1
973,1970-01-01 08:21:28.022337000,Walking,6.74,11.41,-2.53,0,0,0,0,0,1
974,1970-01-01 08:21:28.082335000,Walking,10.31,11.07,3.76,0,0,0,0,0,1
975,1970-01-01 08:21:29.032262000,Walking,0.31,15.21,-0.5,0,0,0,0,0,1
976,1970-01-01 08:21:29.082371000,Walking,-4.94,18.43,-2.3,0,0,0,0,0,1
977,1970-01-01 08:21:30.032481000,Walking,6.66,13.76,-1.65,0,0,0,0,0,1
978,1970-01-01 08:21:30.082317000,Walking,4.1,9.19,-4.02,0,0,0,0,0,1
979,1970-01-01 08:21:31.032304000,Walking,-1.88,5.52,-4.67,0,0,0,0,0,1
980,1970-01-01 08:21:31.082323000,Walking,-3.49,2.6,-5.63,0,0,0,0,0,1
981,1970-01-01 08:21:32.032341000,Walking,-4.4,2.53,-2.53,0,0,0,0,0,1
982,1970-01-01 08:21:32.082329000,Walking,2.79,8.54,9.08,0,0,0,0,0,1
983,1970-01-01 08:21:33.032347000,Walking,6.51,13.21,10.42,0,0,0,0,0,1
984,1970-01-01 08:21:33.082365000,Walking,3.83,13.44,7.78,0,0,0,0,0,1
985,1970-01-01 08:21:34.032323000,Walking,-10.65,5.41,-4.48,0,0,0,0,0,1
986,1970-01-01 08:21:34.082341000,Walking,1.5,12.98,-7.78,0,0,0,0,0,1
987,1970-01-01 08:21:35.032329000,Walking,8.58,12.57,-6.66,0,0,0,0,0,1
988,1970-01-01 08:21:35.082347000,Walking,3.68,9.28,-0.57,0,0,0,0,0,1
989,1970-01-01 08:21:36.032335000,Walking,0.42,8.54,-1.33,0,0,0,0,0,1
990,1970-01-01 08:21:36.082323000,Walking,0.08,9.51,-2.03,0,0,0,0,0,1
991,1970-01-01 08:21:37.032310000,Walking,4.44,8.12,-0.19,0,0,0,0,0,1
992,1970-01-01 08:21:37.082329000,Walking,3.45,8.62,-5.48,0,0,0,0,0,1
993,1970-01-01 08:21:38.032347000,Walking,2.76,9.53,-0.65,0,0,0,0,0,1
994,1970-01-01 08:21:38.082335000,Walking,3.34,11.35,-2.07,0,0,0,0,0,1
995,1970-01-01 08:21:39.032323000,Walking,4.1,12.3,-1.08,0,0,0,0,0,1
996,1970-01-01 08:21:39.082341000,Walking,10.23,11.8,1.5,0,0,0,0,0,1
997,1970-01-01 08:21:40.032329000,Walking,4.67,11.92,-1.23,0,0,0,0,0,1
998,1970-01-01 08:21:40.082347000,Walking,-2.03,19.0,-1.14,0,0,0,0,0,1
999,1970-01-01 08:21:41.032335000,Walking,0.38,13.4,-1.99,0,0,0,0,0,1
1000,1970-01-01 08:21:41.082353000,Walking,4.33,12.41,-3.06,0,0,0,0,0,1
1001,1970-01-01 08:21:42.032341000,Walking,2.53,8.2,-4.52,0,0,0,0,0,1
1002,1970-01-01 08:21:42.082298000,Walking,-2.98,5.13,-4.52,0,0,0,0,0,1
1003,1970-01-01 08:21:43.032347000,Walking,-2.87,2.37,-5.33,0,0,0,0,0,1
1004,1970-01-01 08:21:43.082335000,Walking,-3.79,3.26,2.64,0,0,0,0,0,1
1005,1970-01-01 08:21:44.042302000,Walking,7.89,16.13,10.27,0,0,0,0,0,1
1006,1970-01-01 08:21:44.092229000,Walking,2.34,12.11,6.89,0,0,0,0,0,1
1007,1970-01-01 08:21:45.042339000,Walking,-5.82,8.54,-0.38,0,0,0,0,0,1
1008,1970-01-01 08:21:45.092265000,Walking,2.45,9.62,-8.24,0,0,0,0,0,1
1009,1970-01-01 08:21:46.042345000,Walking,6.89,12.91,-5.37,0,0,0,0,0,1
1010,1970-01-01 08:21:46.092363000,Walking,3.26,10.38,-1.04,0,0,0,0,0,1
1011,1970-01-01 08:21:47.042290000,Walking,-2.03,9.23,-1.38,0,0,0,0,0,1
1012,1970-01-01 08:21:47.092308000,Walking,2.76,9.38,-1.18,0,0,0,0,0,1
