,date_time,label,acc_x,acc_y,acc_z,labelDownstairs,labelJogging,labelSitting,labelStanding,labelUpstairs,labelWalking,pca_1,pca_2,pca_3
1970-01-01 00:00:00.000000724,1970-01-01 08:19:23.092314,Walking,3.669276813601802,9.629386898342263,-2.2772216284575597,0,0,0,0,0,1,-0.08281832460519098,-0.011167920019282917,0.11063127648835637
1970-01-01 00:00:00.000000725,1970-01-01 08:19:24.042302,Walking,3.758583093870947,10.0000739195163,-2.667497866191316,0,0,0,0,0,1,-0.09134092570151836,-0.03848429257265215,0.11928541794524629
1970-01-01 00:00:00.000000726,1970-01-01 08:19:24.092290,Walking,3.759874362355685,10.336075432309265,-2.9390507172177878,0,0,0,0,0,1,-0.10099663794730242,-0.05966291217588542,0.12502767393950573
1970-01-01 00:00:00.000000727,1970-01-01 08:19:25.042308,Walking,3.667558955346551,10.618178871020223,-3.080593061283334,0,0,0,0,0,1,-0.11112005557068158,-0.07369525319215132,0.1275958581422087
1970-01-01 00:00:00.000000728,1970-01-01 08:19:25.092296,Walking,3.4819015453262687,10.830493238321397,-3.0896276671797764,0,0,0,0,0,1,-0.12102633840427326,-0.08001134484594387,0.12702855475045524
1970-01-01 00:00:00.000000729,1970-01-01 08:19:26.042314,Walking,3.209335080027019,10.96155225332581,-2.9724499489468212,0,0,0,0,0,1,-0.1300076666370639,-0.07858309699316078,0.12348819319470793
1970-01-01 00:00:00.000000730,1970-01-01 08:19:26.092302,Walking,2.862401314363218,11.005203968894191,-2.7435675481951933,0,0,0,0,0,1,-0.13744527646079824,-0.06985145349003356,0.11741556369824378
1970-01-01 00:00:00.000000731,1970-01-01 08:19:27.042320,Walking,2.459285049813803,10.961201681451687,-2.4245803558730397,0,0,0,0,0,1,-0.1428077842443329,-0.054766621543529535,0.10932584358850088
1970-01-01 00:00:00.000000732,1970-01-01 08:19:27.092308,Walking,2.022931667754336,10.835422163633869,-2.042598811788755,0,0,0,0,0,1,-0.14575466452117655,-0.03465296841583073,0.09993979877692054
1970-01-01 00:00:00.000000733,1970-01-01 08:19:28.042296,Walking,1.5797678154366874,10.639658157839634,-1.628307621457721,0,0,0,0,0,1,-0.14611563287092835,-0.011191491344188583,0.0899617489223693
1970-01-01 00:00:00.000000734,1970-01-01 08:19:28.092314,Walking,1.1580790099056262,10.390961859133999,-1.2138048187736583,0,0,0,0,0,1,-0.14396599410456135,0.01376486709290084,0.08019910916381241
1970-01-01 00:00:00.000000735,1970-01-01 08:19:29.042302,Walking,0.7861324138637036,10.110552653096276,-0.8303610613769429,0,0,0,0,0,1,-0.13957098908046067,0.0382466673951232,0.07133583656537558
1970-01-01 00:00:00.000000736,1970-01-01 08:19:29.092351,Walking,0.4901644733599407,9.822342375264133,-0.506250164355298,0,0,0,0,0,1,-0.1334223463106437,0.060375850831002706,0.06405482404428178
1970-01-01 00:00:00.000000737,1970-01-01 08:19:30.042308,Walking,0.292377686308298,9.551170737199886,-0.2647985209522624,0,0,0,0,0,1,-0.12614379984308877,0.07842733390445408,0.05882137278790099
1970-01-01 00:00:00.000000738,1970-01-01 08:19:30.092296,Walking,0.20910499115673944,9.320877901147394,-0.12278804902840983,0,0,0,0,0,1,-0.11849266621307955,0.09102462790088038,0.05602205673326769
1970-01-01 00:00:00.000000739,1970-01-01 08:19:31.042314,Walking,0.24930139168085785,9.152366266454365,-0.0893250144195698,0,0,0,0,0,1,-0.11123790661620718,0.09717065662678807,0.05576999629359546
1970-01-01 00:00:00.000000740,1970-01-01 08:19:31.092302,Walking,0.4135088978807624,9.061815876802628,-0.16525652287968906,0,0,0,0,0,1,-0.10514478908228667,0.09639533557485205,0.05806935409261595
1970-01-01 00:00:00.000000741,1970-01-01 08:19:32.042290,Walking,0.6934125404595519,9.059215177735673,-0.3431793125321082,0,0,0,0,0,1,-0.10084861132728114,0.08872374520603428,0.06264825086998975
1970-01-01 00:00:00.000000742,1970-01-01 08:19:32.092308,Walking,1.0720635515278125,9.147350370831,-0.6080440247054326,0,0,0,0,0,1,-0.09884844402285839,0.07475048659540756,0.06915100608776444
1970-01-01 00:00:00.000000743,1970-01-01 08:19:33.042296,Walking,1.5247937579045034,9.321363209671922,-0.9383152115733286,0,0,0,0,0,1,-0.09940285273632384,0.05552916114000096,0.07699690429089151
1970-01-01 00:00:00.000000744,1970-01-01 08:19:33.092314,Walking,2.0207870599882654,9.568941277810064,-1.30760611427432,0,0,0,0,0,1,-0.10255674840342349,0.03256842376843359,0.0855945033424588
1970-01-01 00:00:00.000000745,1970-01-01 08:19:34.042302,Walking,2.5252147419460202,9.871150507203703,-1.6866709506503366,0,0,0,0,0,1,-0.10807837709006872,0.007649723258758046,0.09421708545902359
1970-01-01 00:00:00.000000746,1970-01-01 08:19:34.092259,Walking,3.001786881065427,10.203861904761673,-2.0456091065207036,0,0,0,0,0,1,-0.1155317665888272,-0.017235890188582837,0.10222700716094141
1970-01-01 00:00:00.000000747,1970-01-01 08:19:35.042308,Walking,3.4155277731002496,10.539668674216882,-2.356117739237145,0,0,0,0,0,1,-0.12425930867805256,-0.040111600743743966,0.10895377826632698
1970-01-01 00:00:00.000000748,1970-01-01 08:19:35.092296,Walking,3.7355538521007476,10.850141667329277,-2.5936236234345404,0,0,0,0,0,1,-0.13349539780001965,-0.05909798714207432,0.11391343882176393
1970-01-01 00:00:00.000000749,1970-01-01 08:19:36.042345,Walking,3.9376216329395732,11.108235320715467,-2.739132388621808,0,0,0,0,0,1,-0.142381746784627,-0.07263296466649848,0.11667437600144148
1970-01-01 00:00:00.000000750,1970-01-01 08:19:36.092302,Walking,4.006222691707168,11.290636792939273,-2.7806533522517207,0,0,0,0,0,1,-0.1501020412885317,-0.07952682239049647,0.1170581050515008
1970-01-01 00:00:00.000000751,1970-01-01 08:19:37.042290,Walking,3.9360326806374526,11.379850263572651,-2.7140896133750085,0,0,0,0,0,1,-0.15590437917313166,-0.07913149707362788,0.11498154300112376
1970-01-01 00:00:00.000000752,1970-01-01 08:19:37.092308,Walking,3.732569933435559,11.36582686139675,-2.543523640643646,0,0,0,0,0,1,-0.15922831642314292,-0.07132602368026893,0.11063109137222021
1970-01-01 00:00:00.000000753,1970-01-01 08:19:38.042296,Walking,3.411982579761805,11.246987141523297,-2.28087516444503,0,0,0,0,0,1,-0.1597055511612829,-0.056602617464185837,0.10427711765271769
1970-01-01 00:00:00.000000754,1970-01-01 08:19:38.092314,Walking,2.9999559331334664,11.030534334021693,-1.9449571097647054,0,0,0,0,0,1,-0.1572530006889506,-0.03596194443405409,0.09642124535058325
1970-01-01 00:00:00.000000755,1970-01-01 08:19:39.042393,Walking,2.529807853210757,10.732018140412709,-1.560002662802983,0,0,0,0,0,1,-0.15203044210819533,-0.01090935034635086,0.08758714705995561
1970-01-01 00:00:00.000000756,1970-01-01 08:19:39.092290,Walking,2.0399119461001405,10.37417500315476,-1.153778484170722,0,0,0,0,0,1,-0.1444854629791318,0.016731945654597187,0.07844905969695616
1970-01-01 00:00:00.000000757,1970-01-01 08:19:40.042308,Walking,1.570650171694742,9.985135365655411,-0.7554320771896823,0,0,0,0,0,1,-0.1352623571201887,0.04489200255354959,0.06961011912430676
1970-01-01 00:00:00.000000758,1970-01-01 08:19:40.092296,Walking,1.1611418210198858,9.596145445561348,-0.39324258627139075,0,0,0,0,0,1,-0.12520226100960435,0.07148792835800806,0.06172575080589706
1970-01-01 00:00:00.000000759,1970-01-01 08:19:41.042314,Walking,0.8460204554443587,9.23899515318755,-0.09245197257379466,0,0,0,0,0,1,-0.1152152891557757,0.09451747804240287,0.05528452413216348
1970-01-01 00:00:00.000000760,1970-01-01 08:19:41.092302,Walking,0.6525316482842889,8.943370932470064,0.12665314569307762,0,0,0,0,0,1,-0.1062553341975974,0.11228871873966512,0.05074145956548872
1970-01-01 00:00:00.000000761,1970-01-01 08:19:42.042320,Walking,0.5982017229282682,8.734360039266384,0.2502592101143678,0,0,0,0,0,1,-0.0991806034089123,0.12348319711319554,0.048315409779587856
1970-01-01 00:00:00.000000762,1970-01-01 08:19:42.092308,Walking,0.6892827884867173,8.63032048568837,0.272025889992703,0,0,0,0,0,1,-0.09473157293482425,0.12733127167775318,0.0481441098907419
1970-01-01 00:00:00.000000763,1970-01-01 08:19:43.042296,Walking,0.9201159070255874,8.641299799211385,0.1934936740838639,0,0,0,0,0,1,-0.09340911949882713,0.12360151071582859,0.050106767295302126
1970-01-01 00:00:00.000000764,1970-01-01 08:19:43.092314,Walking,1.2734775599204884,8.768138782274576,0.023871762513842036,0,0,0,0,0,1,-0.09548289563396159,0.11268890433921994,0.05400575047677029
1970-01-01 00:00:00.000000765,1970-01-01 08:19:44.042302,Walking,1.721891315127145,9.002337887688633,-0.22077121077075257,0,0,0,0,0,1,-0.10090996737233518,0.09551098268280178,0.05941514189776344
1970-01-01 00:00:00.000000766,1970-01-01 08:19:44.092290,Walking,2.2298039758375507,9.326698863036105,-0.5188438707958014,0,0,0,0,0,1,-0.10939015311077827,0.07350423608497264,0.06588565463464713
1970-01-01 00:00:00.000000767,1970-01-01 08:19:45.042308,Walking,2.7564507618618284,9.716688633103411,-0.8449855527478548,0,0,0,0,0,1,-0.12033392586222777,0.048437413271281204,0.07281191545376497
1970-01-01 00:00:00.000000768,1970-01-01 08:19:45.092296,Walking,3.2591738491888926,10.142411607951928,-1.1720945182807307,0,0,0,0,0,1,-0.13296498168844642,0.022340761695745115,0.07965022569787722
1970-01-01 00:00:00.000000769,1970-01-01 08:19:46.042314,Walking,3.6969182560831495,10.571025834676565,-1.4734694955998489,0,0,0,0,0,1,-0.14632920262747368,-0.0027269028230274043,0.08579189178997595
1970-01-01 00:00:00.000000770,1970-01-01 08:19:46.092302,Walking,4.0336122892600725,10.969401838168768,-1.724896774324893,0,0,0,0,0,1,-0.1594285657877147,-0.024770665694845102,0.0907799247834237
1970-01-01 00:00:00.000000771,1970-01-01 08:19:47.042290,Walking,4.241148171165689,11.306803559274984,-1.9065219743948498,0,0,0,0,0,1,-0.17124903990531304,-0.042088103172452734,0.09417441168305882
1970-01-01 00:00:00.000000772,1970-01-01 08:19:47.092308,Walking,4.301711461919261,11.55736997314036,-2.004364739496195,0,0,0,0,0,1,-0.18089944632829638,-0.05333192636456158,0.09575510576834233
1970-01-01 00:00:00.000000773,1970-01-01 08:19:47.092308,Walking,4.209262685167626,11.702193666443199,-2.011364098935444,0,0,0,0,0,1,-0.18763739171948,-0.05767628222840263,0.0953905492563284
1970-01-01 00:00:00.000000774,1970-01-01 08:19:48.062346,Walking,3.9700464306392336,11.730827234252036,-1.9278795312587513,0,0,0,0,0,1,-0.19094863378351387,-0.05485561267060283,0.09310486293163622
1970-01-01 00:00:00.000000775,1970-01-01 08:19:49.012303,Walking,3.6020858627435137,11.642096786010843,-1.7616148464613677,0,0,0,0,0,1,-0.19060460511906951,-0.04516210666183975,0.08912505751919993
1970-01-01 00:00:00.000000776,1970-01-01 08:19:49.062321,Walking,3.13370676193957,11.444159939211112,-1.5269756923564344,0,0,0,0,0,1,-0.18666370920251218,-0.029440718789137385,0.08381333179551875
1970-01-01 00:00:00.000000777,1970-01-01 08:19:50.012248,Walking,2.6012173939924748,11.15380845160051,-1.2439136339334569,0,0,0,0,0,1,-0.179445141387791,-0.009045313234401492,0.07757818494042842
1970-01-01 00:00:00.000000778,1970-01-01 08:19:50.062328,Walking,2.0459414488468832,10.795077761193063,-0.9363474318584907,0,0,0,0,0,1,-0.16954846318974995,0.014331922733675008,0.0709896436927139
1970-01-01 00:00:00.000000779,1970-01-01 08:19:51.012376,Walking,1.510854860937027,10.397281939410641,-0.6302828237478333,0,0,0,0,0,1,-0.15774792266995144,0.038724611371794865,0.06456531568105693
1970-01-01 00:00:00.000000780,1970-01-01 08:19:51.062334,Walking,1.0371089607383015,9.99263825988736,-0.35177376694027024,0,0,0,0,0,1,-0.14498302018891107,0.06211950302371921,0.05889953990266523
1970-01-01 00:00:00.000000781,1970-01-01 08:19:52.012291,Walking,0.6607295615752028,9.613677070302918,-0.12487932141667239,0,0,0,0,0,1,-0.13222684618693667,0.08254511929785963,0.05444756877914764
1970-01-01 00:00:00.000000782,1970-01-01 08:19:52.062340,Walking,0.4097639172906833,9.290647551421142,0.030229592074864694,0,0,0,0,0,1,-0.12046281843071452,0.09829885691821896,0.051659314665249416
1970-01-01 00:00:00.000000783,1970-01-01 08:19:53.012328,Walking,0.3021068645915955,9.049127363001624,0.09887042589311108,0,0,0,0,0,1,-0.11055217535211409,0.10801080777717886,0.050774216450585365
1970-01-01 00:00:00.000000784,1970-01-01 08:19:53.062346,Walking,0.34417775310571036,8.908024735232269,0.07303460570495503,0,0,0,0,0,1,-0.10322256289232544,0.11082345849716117,0.05197098907047799
1970-01-01 00:00:00.000000785,1970-01-01 08:19:54.012334,Walking,0.5305464322113289,8.878127297274798,-0.04793269270953937,0,0,0,0,0,1,-0.09895874091722234,0.10638929825777352,0.05518271353684211
1970-01-01 00:00:00.000000786,1970-01-01 08:19:54.062321,Walking,0.8445261440705689,8.961306036498996,-0.257212535703681,0,0,0,0,0,1,-0.09802350525618639,0.09497066991202027,0.06026956922056506
1970-01-01 00:00:00.000000787,1970-01-01 08:19:55.012340,Walking,1.2596706670058102,9.150429277714641,-0.5409645206070558,0,0,0,0,0,1,-0.10038695042594092,0.07735007900911266,0.06685799409100636
1970-01-01 00:00:00.000000788,1970-01-01 08:19:55.062328,Walking,1.7420392965032085,9.429984930112932,-0.8793212641373168,0,0,0,0,0,1,-0.10578889663033492,0.054842034078253964,0.07453684933128736
1970-01-01 00:00:00.000000789,1970-01-01 08:19:56.012315,Walking,2.253032321687717,9.77735399239643,-1.2478542488215765,0,0,0,0,0,1,-0.11370921506908162,0.029121365854225784,0.08271761331617469
1970-01-01 00:00:00.000000790,1970-01-01 08:19:56.062334,Walking,2.7525563771658983,10.164628649168618,-1.6194042979449974,0,0,0,0,0,1,-0.12346767594252195,0.0021653657227026493,0.09084761964184312
1970-01-01 00:00:00.000000791,1970-01-01 08:19:57.012291,Walking,3.2022566211423067,10.56082784436762,-1.9661415647627707,0,0,0,0,0,1,-0.13422526412353103,-0.023970000633242908,0.09828204618146603
1970-01-01 00:00:00.000000792,1970-01-01 08:19:57.072288,Walking,3.5685524629151537,10.934334761750748,-2.2617011661336024,0,0,0,0,0,1,-0.14510632056567424,-0.047238603953633926,0.10450244710374844
1970-01-01 00:00:00.000000793,1970-01-01 08:19:58.022307,Walking,3.825234988561067,11.255365985847604,-2.4832329241433087,0,0,0,0,0,1,-0.15521249578440416,-0.06583416223646733,0.10898848748478837
1970-01-01 00:00:00.000000794,1970-01-01 08:19:58.072325,Walking,3.9554249718079646,11.498282023243629,-2.6132078011943496,0,0,0,0,0,1,-0.16374615913757498,-0.07826139984574215,0.11142726189580417
1970-01-01 00:00:00.000000795,1970-01-01 08:19:59.022374,Walking,3.9527465263662944,11.643563049885909,-2.640839421386967,0,0,0,0,0,1,-0.1700155404911005,-0.08352498786105109,0.11157066409040982
1970-01-01 00:00:00.000000796,1970-01-01 08:19:59.072301,Walking,3.8216380083809436,11.67930093850582,-2.5630056627288273,0,0,0,0,0,1,-0.17354023750018022,-0.08113889795178106,0.10942615923872141
1970-01-01 00:00:00.000000797,1970-01-01 08:20:00.022319,Walking,3.576792959223909,11.602096646926721,-2.384591026682678,0,0,0,0,0,1,-0.17402991220310282,-0.07123875511616246,0.10508938993948945
1970-01-01 00:00:00.000000798,1970-01-01 08:20:00.072337,Walking,3.2417937363700466,11.417298013660474,-2.1182130173838796,0,0,0,0,0,1,-0.171458084941594,-0.054504140086857,0.09890907388281274
1970-01-01 00:00:00.000000799,1970-01-01 08:20:01.022325,Walking,2.847063369813237,11.138563472862499,-1.7833422086933404,0,0,0,0,0,1,-0.16600588605671837,-0.03218059988429061,0.09129308930536471
1970-01-01 00:00:00.000000800,1970-01-01 08:20:01.072343,Walking,2.4273122350322254,10.78678842045357,-1.404872752411114,0,0,0,0,0,1,-0.15810040304879674,-0.0059151253486997265,0.08284846160647551
1970-01-01 00:00:00.000000801,1970-01-01 08:20:02.022331,Walking,2.01869164023742,10.388479144027357,-1.0112442766975673,0,0,0,0,0,1,-0.1483251010563882,0.022298426964331135,0.07416618045388457
1970-01-01 00:00:00.000000802,1970-01-01 08:20:02.072319,Walking,1.6558840979229925,9.97370080311593,-0.632253940295319,0,0,0,0,0,1,-0.13742929618068098,0.05034412022098531,0.06594529073779112
1970-01-01 00:00:00.000000803,1970-01-01 08:20:03.022368,Walking,1.3693591511937149,9.573757834607166,-0.2967256144919673,0,0,0,0,0,1,-0.1262161211046176,0.07607754113993503,0.05876863296502681
1970-01-01 00:00:00.000000804,1970-01-01 08:20:03.072325,Walking,1.1830049488696839,9.21878500363573,-0.030219076547465615,0,0,0,0,0,1,-0.11553739974208292,0.09756501862888153,0.05322563414414909
1970-01-01 00:00:00.000000805,1970-01-01 08:20:04.022374,Walking,1.1123114836597785,8.935433667607832,0.1470361495592077,0,0,0,0,0,1,-0.1061756921382847,0.11316555290904998,0.04969484191365199
1970-01-01 00:00:00.000000806,1970-01-01 08:20:04.072331,Walking,1.1632348114889157,8.744830224969606,0.22181088632489404,0,0,0,0,0,1,-0.09884215184219582,0.12173280625303379,0.048481363022915856
1970-01-01 00:00:00.000000807,1970-01-01 08:20:05.022319,Walking,1.3318167145821591,8.660962774511903,0.1890066859526303,0,0,0,0,0,1,-0.09407004343642479,0.12263681258394132,0.04962090872256868
1970-01-01 00:00:00.000000808,1970-01-01 08:20:05.072368,Walking,1.6045756053137938,8.689619295728445,0.052143495901236396,0,0,0,0,0,1,-0.09223160965889556,0.11588723201020712,0.05304405427672236
1970-01-01 00:00:00.000000809,1970-01-01 08:20:06.022325,Walking,1.9596264598668516,8.8279586183468,-0.17684782446815658,0,0,0,0,0,1,-0.09345671797257754,0.10206387076977087,0.058410372557238584
1970-01-01 00:00:00.000000810,1970-01-01 08:20:06.072343,Walking,2.368434373711819,9.064747200996727,-0.4785240051081127,0,0,0,0,0,1,-0.09767915980101567,0.08234344154184349,0.0653035583621118
1970-01-01 00:00:00.000000811,1970-01-01 08:20:07.022301,Walking,2.7980615157895206,9.381243861032404,-0.827456881391897,0,0,0,0,0,1,-0.10458701058831078,0.05833605502309346,0.0730946960246911
1970-01-01 00:00:00.000000812,1970-01-01 08:20:07.072319,Walking,3.2137336234107656,9.752664871167255,-1.1942737330406243,0,0,0,0,0,1,-0.11370073784244682,0.03202807664703917,0.08116222807650794
1970-01-01 00:00:00.000000813,1970-01-01 08:20:08.022337,Walking,3.5815316383797007,10.15011699131317,-1.5480485989205544,0,0,0,0,0,1,-0.12435329841829436,0.005551821850265405,0.08877356593551072
1970-01-01 00:00:00.000000814,1970-01-01 08:20:08.072325,Walking,3.8710076207505186,10.542849452406113,-1.8588498488771343,0,0,0,0,0,1,-0.1357938758285129,-0.018915585799324865,0.09531519449167646
1970-01-01 00:00:00.000000815,1970-01-01 08:20:09.022313,Walking,4.05753175569239,10.90065051509885,-2.1002324344895773,0,0,0,0,0,1,-0.14718770135035267,-0.03939984252260143,0.1001751319893539
1970-01-01 00:00:00.000000816,1970-01-01 08:20:09.072331,Walking,4.124198289486315,11.196202079192625,-2.251464275982167,0,0,0,0,0,1,-0.15773220255606601,-0.05421950397083598,0.10296436546855517
1970-01-01 00:00:00.000000817,1970-01-01 08:20:10.022319,Walking,4.0631510031590565,11.407208056427105,-2.299295499569525,0,0,0,0,0,1,-0.16666096895887345,-0.06219469994140633,0.10338166327895727
1970-01-01 00:00:00.000000818,1970-01-01 08:20:10.072337,Walking,3.8762310813347587,11.518128899607804,-2.2391154237530158,0,0,0,0,0,1,-0.17335538027915265,-0.06267339009723735,0.10140973880616168
1970-01-01 00:00:00.000000819,1970-01-01 08:20:11.022325,Walking,3.5748991219452644,11.521384734711994,-2.07539246901128,0,0,0,0,0,1,-0.17733559663562173,-0.05565647817233634,0.09714924183743566
1970-01-01 00:00:00.000000820,1970-01-01 08:20:11.072343,Walking,3.1794353066314054,11.41793080237858,-1.8213523773609632,0,0,0,0,0,1,-0.1783515637241985,-0.04172744911395053,0.09098112036153334
1970-01-01 00:00:00.000000821,1970-01-01 08:20:12.022301,Walking,2.717473916623487,11.217158245971602,-1.4979151441681675,0,0,0,0,0,1,-0.17634712003090078,-0.02207581524992745,0.08336672589523209
1970-01-01 00:00:00.000000822,1970-01-01 08:20:12.072319,Walking,2.2219768943607603,10.936126806878047,-1.13197521382753,0,0,0,0,0,1,-0.17151973566232395,0.0016714776634592346,0.07497914643969612
1970-01-01 00:00:00.000000823,1970-01-01 08:20:13.022337,Walking,1.7287926484253615,10.598189390323782,-0.7541670627718263,0,0,0,0,0,1,-0.16425121933294692,0.027513128070391735,0.06647788842270382
1970-01-01 00:00:00.000000824,1970-01-01 08:20:13.072325,Walking,1.2739778047889605,10.231117364488727,-0.3963040537475404,0,0,0,0,0,1,-0.15513437799924712,0.05330954105729644,0.058622668411865565
1970-01-01 00:00:00.000000825,1970-01-01 08:20:14.022343,Walking,0.8910787556920035,9.864875790077694,-0.08870812823940565,0,0,0,0,0,1,-0.14487344735728996,0.07688854386465281,0.052040031981805894
1970-01-01 00:00:00.000000826,1970-01-01 08:20:14.082280,Walking,0.6085750769996197,9.529226174508882,0.1423413693234493,0,0,0,0,0,1,-0.13428554126534256,0.09629549626657938,0.047339141146475416
1970-01-01 00:00:00.000000827,1970-01-01 08:20:15.032329,Walking,0.4476775358600604,9.251348429904604,0.2768208574973331,0,0,0,0,0,1,-0.12418338518578108,0.10988380737685906,0.04489171859617891
1970-01-01 00:00:00.000000828,1970-01-01 08:20:15.082347,Walking,0.42064986281346456,9.053672321454647,0.30264769289495175,0,0,0,0,0,1,-0.11536700660425904,0.11652052065839022,0.044968133159561705
1970-01-01 00:00:00.000000829,1970-01-01 08:20:16.032335,Walking,0.5297871038796607,8.952091958419789,0.21669326536971115,0,0,0,0,0,1,-0.10850661504300287,0.11560813207853553,0.047546085251203934
1970-01-01 00:00:00.000000830,1970-01-01 08:20:16.082292,Walking,0.7671365402553694,8.954706209627945,0.02503870273829812,0,0,0,0,0,1,-0.10414453480692469,0.10720317474784828,0.05248135128186389
1970-01-01 00:00:00.000000831,1970-01-01 08:20:17.032341,Walking,1.114993028589056,9.06118584764687,-0.2575458155089797,0,0,0,0,0,1,-0.10259680477377431,0.09193880729173448,0.05935076266434845
1970-01-01 00:00:00.000000832,1970-01-01 08:20:17.082329,Walking,1.547142961796888,9.262818155518984,-0.6088493829426044,0,0,0,0,0,1,-0.10398213759378894,0.07104173666074091,0.0676571033196518
1970-01-01 00:00:00.000000833,1970-01-01 08:20:18.032256,Walking,2.030774047207872,9.543225669426795,-1.0010846042532255,0,0,0,0,0,1,-0.1081564794956666,0.04615869219254254,0.07670166820623923
1970-01-01 00:00:00.000000834,1970-01-01 08:20:18.082335,Walking,2.528916009335493,9.87970194383789,-1.4032035701102843,0,0,0,0,0,1,-0.11477850626331057,0.019290912483252463,0.08581184351850582
1970-01-01 00:00:00.000000835,1970-01-01 08:20:19.032323,Walking,3.0032342021485823,10.245057911882808,-1.7834641515388632,0,0,0,0,0,1,-0.12328149604579758,-0.007441345654391666,0.09422756556059929
1970-01-01 00:00:00.000000836,1970-01-01 08:20:19.082341,Walking,3.4169674935914647,10.609831403690949,-2.112026351806773,0,0,0,0,0,1,-0.1329738963133096,-0.03190089110401707,0.10133282949059122
1970-01-01 00:00:00.000000837,1970-01-01 08:20:20.032329,Walking,3.737786384572942,10.944682874333699,-2.363359398103058,0,0,0,0,0,1,-0.14304110326544628,-0.05217749540695407,0.10653596830973053
1970-01-01 00:00:00.000000838,1970-01-01 08:20:20.082347,Walking,3.94034880471837,11.222784720152562,-2.5182604938797333,0,0,0,0,0,1,-0.15266812189941167,-0.06666987803611568,0.1094855902552412
1970-01-01 00:00:00.000000839,1970-01-01 08:20:21.032335,Walking,4.008349799947892,11.422011044080156,-2.5653234043370983,0,0,0,0,0,1,-0.1610534962772386,-0.0742830624324763,0.10992740444069357
1970-01-01 00:00:00.000000840,1970-01-01 08:20:21.082353,Walking,3.9358964608832476,11.526749554359363,-2.501745521860352,0,0,0,0,0,1,-0.16753281571819703,-0.07444157875990097,0.10789106168447024
1970-01-01 00:00:00.000000841,1970-01-01 08:20:22.032341,Walking,3.7280886694652042,11.529186466635329,-2.3334208710048334,0,0,0,0,0,1,-0.17158172225447316,-0.06720177871713155,0.10351488497454243
1970-01-01 00:00:00.000000842,1970-01-01 08:20:22.082329,Walking,3.400746084314311,11.42995671752188,-2.0743281872554316,0,0,0,0,0,1,-0.17291727107477767,-0.05317094538345868,0.0972004624198758
1970-01-01 00:00:00.000000843,1970-01-01 08:20:23.032347,Walking,2.9792877846673838,11.238102372019686,-1.7452822038628124,0,0,0,0,0,1,-0.17146912787562518,-0.033524278298617864,0.08940774013515963
1970-01-01 00:00:00.000000844,1970-01-01 08:20:23.082335,Walking,2.4968380420471172,10.97033790086922,-1.3721675207926773,0,0,0,0,0,1,-0.16744194836376244,-0.009835190014943783,0.0807850477211138
1970-01-01 00:00:00.000000845,1970-01-01 08:20:24.032323,Walking,1.991694437694395,10.649677585343326,-0.9838137163649145,0,0,0,0,0,1,-0.16124365223993423,0.01598292521750302,0.07194658260007056
1970-01-01 00:00:00.000000846,1970-01-01 08:20:24.082310,Walking,1.5043478373888128,10.303533076148922,-0.6096947347924769,0,0,0,0,0,1,-0.15350466480909564,0.041902205287039786,0.06359303806413444
1970-01-01 00:00:00.000000847,1970-01-01 08:20:25.032329,Walking,1.0742830513586545,9.961433702559937,-0.2776435257806343,0,0,0,0,0,1,-0.14496671922597854,0.0658708335121685,0.05628836366335598
1970-01-01 00:00:00.000000848,1970-01-01 08:20:25.092296,Walking,0.7368108493974094,9.65255470227303,-0.011764429752484455,0,0,0,0,0,1,-0.13646990239156306,0.08604507515825924,0.05058779434005015
1970-01-01 00:00:00.000000849,1970-01-01 08:20:26.042284,Walking,0.5201842141204459,9.403256258349604,0.16929764517223211,0,0,0,0,0,1,-0.12882014748288087,0.10086114127036226,0.04683056017494091
1970-01-01 00:00:00.000000850,1970-01-01 08:20:26.092332,Walking,0.44323368944975017,9.23483741977973,0.2536078953871985,0,0,0,0,0,1,-0.12276705526983149,0.10922404339989104,0.045287466774135435
1970-01-01 00:00:00.000000851,1970-01-01 08:20:27.042259,Walking,0.5137194363455283,9.16169333652399,0.23663302276905124,0,0,0,0,0,1,-0.11887652043158602,0.11051703114904854,0.04597811467682114
1970-01-01 00:00:00.000000852,1970-01-01 08:20:27.092308,Walking,0.7275437415196885,9.19003284697894,0.12134276632325056,0,0,0,0,0,1,-0.11752796134368491,0.1047141035390458,0.04884568970685553
1970-01-01 00:00:00.000000853,1970-01-01 08:20:28.042326,Walking,1.0689012365198962,9.317268723535383,-0.0822606470540044,0,0,0,0,0,1,-0.11881820177866649,0.09230414198579782,0.053598583761398436
1970-01-01 00:00:00.000000854,1970-01-01 08:20:28.092314,Walking,1.5113700827987926,9.532138346889987,-0.3581232346002041,0,0,0,0,0,1,-0.12260031167131173,0.0743173342070975,0.05990807699763239
1970-01-01 00:00:00.000000855,1970-01-01 08:20:29.042302,Walking,2.0198716962155205,9.815552625667655,-0.6855319175003477,0,0,0,0,0,1,-0.12843541378377937,0.05216852261878091,0.06726824889797998
1970-01-01 00:00:00.000000856,1970-01-01 08:20:29.092290,Walking,2.5533553276516328,10.142110487430418,-1.0407947601624061,0,0,0,0,0,1,-0.13568157944345033,0.02761434299523042,0.07520648115024815
1970-01-01 00:00:00.000000857,1970-01-01 08:20:30.042308,Walking,3.068002877123576,10.482160235177853,-1.3990699775384354,0,0,0,0,0,1,-0.14349320015660127,0.002543779473438875,0.0831500614187356
